region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn
1,20,34,1,2,22.00,4,0,0,1,3,1,1,1,1,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635.00,570.65,0,0,1,1,1,1,1,1,1,4,0
2,72,60,1,21,31.00,1,38,1,0,2,0,0,1,0,32.25,0.00,0.00,33.50,0.00,"2,349.25",0.00,0.00,"2,385.00",0.00,1,0,0,0,0,0,0,0,0,2,0
1,2,36,0,3,25.00,1,6,0,1,1,1,1,1,1,1.90,15.75,28.70,5.00,24.15,3.60,23.05,29.05,5.00,20.95,0,0,1,0,1,1,1,1,0,3,0
3,46,25,0,5,57.00,5,0,0,1,2,1,1,1,1,20.25,21.25,39.40,9.75,28.35,923.95,968.95,"1,748.55",445.00,"1,246.45",0,0,0,1,0,0,1,1,1,1,0
2,39,51,1,21,41.00,5,20,0,0,6,1,1,1,1,12.10,20.50,54.30,9.75,35.35,492.80,910.25,"2,059.70",330.00,"1,301.10",1,1,1,1,1,1,1,1,1,4,0
3,24,25,1,1,20.00,3,1,0,1,2,0,1,0,0,8.15,0.00,27.95,0.00,0.00,209.35,0.00,615.80,0.00,0.00,1,0,0,1,1,0,1,0,0,2,1
3,59,43,1,4,101.00,2,22,0,1,5,0,0,1,0,13.65,0.00,0.00,20.75,0.00,817.65,0.00,0.00,"1,195.00",0.00,1,0,0,0,0,0,0,1,0,2,0
1,65,37,0,8,56.00,2,15,0,0,1,0,0,1,0,10.25,0.00,0.00,10.75,0.00,681.95,0.00,0.00,655.00,0.00,1,0,0,0,0,0,0,0,0,2,0
2,50,27,1,5,22.00,2,5,0,1,3,0,0,1,0,17.20,0.00,0.00,13.25,0.00,893.30,0.00,0.00,750.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,57,37,0,11,108.00,4,9,0,1,1,1,1,1,0,21.80,27.25,42.00,8.00,0.00,"1,292.00","1,492.10","2,394.75",425.00,0.00,1,0,0,1,1,1,0,1,0,3,0
3,61,48,0,14,115.00,4,20,0,1,1,1,1,1,1,12.80,16.00,39.20,17.25,31.00,785.70,953.95,"2,410.10","1,015.00","1,799.15",1,1,1,1,1,0,1,1,1,4,0
3,34,54,0,31,53.00,4,22,0,0,1,1,1,1,1,8.10,18.00,45.60,56.50,66.90,225.40,588.40,"1,463.80","1,880.00","2,304.80",1,1,1,1,0,0,1,0,1,4,0
3,38,53,0,13,242.00,4,12,0,0,1,1,1,1,1,8.95,37.75,54.10,28.50,50.75,396.35,"1,556.40","1,979.10","1,020.00","1,934.90",1,1,1,0,1,1,1,1,1,4,0
1,3,24,1,2,20.00,2,3,0,1,5,1,0,1,0,3.35,22.50,0.00,9.25,0.00,7.55,49.55,0.00,15.00,0.00,0,1,0,1,1,1,0,1,0,3,0
2,4,47,0,5,123.00,4,11,0,0,1,0,1,1,0,2.50,0.00,25.30,13.75,0.00,9.25,0.00,99.50,40.00,0.00,0,0,0,1,0,0,1,0,1,1,0
2,15,35,0,0,34.00,1,12,0,0,1,0,0,0,0,3.95,0.00,0.00,0.00,0.00,47.95,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,25,29,1,8,31.00,4,3,0,1,5,0,1,0,0,12.95,0.00,33.05,0.00,0.00,348.90,0.00,832.85,0.00,0.00,1,0,0,1,0,0,0,0,1,2,1
3,21,44,0,25,47.00,1,12,0,1,2,0,0,1,0,7.05,0.00,0.00,14.50,0.00,182.30,0.00,0.00,285.00,0.00,0,0,0,0,1,1,1,1,0,3,0
3,50,37,1,11,48.00,3,8,0,1,2,1,0,1,0,12.90,27.75,0.00,8.75,0.00,669.75,"1,445.15",0.00,445.00,0.00,0,0,0,0,1,1,1,1,0,3,0
2,65,64,1,22,13.00,2,5,1,1,3,1,0,1,0,14.60,33.00,0.00,15.75,0.00,921.70,"1,990.20",0.00,930.00,0.00,0,0,0,0,1,1,1,1,0,3,0
2,59,52,1,18,78.00,1,25,0,0,2,0,0,0,0,18.60,0.00,0.00,0.00,0.00,"1,179.05",0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
3,29,26,0,7,34.00,1,7,0,1,2,0,0,1,0,6.50,0.00,0.00,16.00,0.00,198.70,0.00,0.00,490.00,0.00,0,0,0,0,1,1,0,0,0,3,0
1,60,46,0,17,81.00,5,9,0,1,1,0,1,1,0,17.45,0.00,39.25,10.25,0.00,"1,067.00",0.00,"2,331.65",610.00,0.00,1,0,0,1,0,0,0,0,1,2,0
1,71,45,1,14,86.00,2,25,0,0,2,0,1,1,0,45.05,0.00,33.00,35.00,0.00,"3,235.90",0.00,"2,386.45","2,495.00",0.00,1,0,0,1,0,0,0,0,0,2,0
3,38,27,1,0,26.00,4,2,0,0,4,0,1,1,1,12.20,0.00,38.75,9.25,28.05,477.50,0.00,"1,429.95",365.00,"1,111.00",0,1,1,1,1,1,1,0,1,4,1
3,16,34,1,5,51.00,2,8,0,1,5,0,0,1,0,4.70,0.00,0.00,16.50,0.00,61.50,0.00,0.00,260.00,0.00,0,0,0,0,0,0,0,0,0,1,0
3,7,31,0,10,59.00,3,10,0,0,1,0,1,0,0,2.45,0.00,29.80,0.00,0.00,16.35,0.00,170.20,0.00,0.00,0,1,0,0,0,1,0,0,1,1,0
1,59,53,0,21,112.00,4,16,0,0,1,0,1,0,1,21.10,0.00,38.55,0.00,25.30,"1,236.30",0.00,"2,190.10",0.00,"1,465.35",1,0,0,1,0,0,0,0,1,2,1
2,22,56,1,14,57.00,4,28,0,0,2,1,1,1,1,6.20,18.25,36.65,10.50,28.80,135.20,417.55,748.30,250.00,649.60,1,1,1,1,1,1,1,1,0,4,0
1,18,48,1,20,41.00,1,2,0,1,2,1,0,1,0,4.35,13.00,0.00,8.00,0.00,59.15,220.95,0.00,135.00,0.00,0,0,0,0,1,1,0,0,0,1,0
2,64,46,1,19,168.00,2,26,0,1,2,1,1,1,1,14.20,71.00,73.80,38.75,62.45,928.80,"4,667.75","4,758.05","2,460.00","3,704.05",1,1,1,1,1,1,1,1,1,4,0
2,7,33,0,4,29.00,4,4,0,1,3,0,1,0,0,4.65,0.00,28.35,0.00,0.00,35.45,0.00,166.50,0.00,0.00,0,0,0,1,0,0,0,0,1,1,1
3,65,58,0,13,167.00,2,14,0,1,2,0,0,1,0,24.30,0.00,0.00,17.25,0.00,"1,642.35",0.00,0.00,"1,110.00",0.00,1,0,0,0,0,0,0,0,0,2,0
3,7,24,0,5,29.00,2,3,0,0,3,1,0,0,0,4.45,13.50,0.00,0.00,0.00,43.70,109.50,0.00,0.00,0.00,0,0,1,1,0,0,0,1,0,1,1
1,64,55,0,28,104.00,1,26,0,1,1,0,0,1,0,15.00,0.00,0.00,39.25,0.00,960.95,0.00,0.00,"2,360.00",0.00,0,0,0,0,1,0,0,1,0,3,0
3,42,22,1,0,46.00,4,0,0,0,2,1,1,1,1,9.35,20.25,51.35,6.00,36.00,311.85,850.65,"2,099.55",270.00,"1,503.65",1,1,1,1,0,1,1,0,0,4,1
3,33,26,0,5,46.00,4,1,0,1,3,1,1,1,1,11.00,17.50,40.90,6.00,32.05,350.05,593.10,"1,347.70",185.00,"1,009.50",0,0,1,1,1,1,1,1,1,4,0
1,3,33,0,8,51.00,4,0,0,1,1,0,1,0,0,2.90,0.00,19.90,0.00,0.00,12.05,0.00,40.15,0.00,0.00,0,0,0,0,0,0,0,0,0,1,1
2,69,42,1,11,65.00,2,18,0,0,2,1,1,1,1,14.20,30.50,64.20,31.50,66.55,"1,007.50","2,082.75","4,167.70","2,125.00","4,399.60",1,1,1,1,1,1,1,1,1,4,0
2,9,33,0,1,48.00,2,13,0,0,2,1,0,1,0,3.15,13.25,0.00,30.50,0.00,39.75,110.05,0.00,275.00,0.00,0,0,0,0,1,1,0,0,0,1,0
3,22,34,1,1,46.00,3,1,0,0,4,0,1,0,0,7.10,0.00,23.40,0.00,0.00,125.05,0.00,484.10,0.00,0.00,1,0,0,1,0,0,0,0,0,2,0
2,53,63,1,15,43.00,2,18,0,0,2,0,1,1,0,14.85,0.00,37.00,11.00,0.00,808.95,0.00,"2,012.60",535.00,0.00,1,0,0,1,0,0,0,0,1,2,0
3,71,53,0,30,110.00,1,34,0,0,1,0,0,1,0,17.45,0.00,0.00,14.75,0.00,"1,249.80",0.00,0.00,"1,100.00",0.00,1,0,0,0,0,0,0,0,0,2,0
3,24,26,0,2,32.00,3,2,0,0,3,0,0,0,0,4.25,0.00,0.00,0.00,0.00,97.35,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,1,1,0
3,12,22,1,1,18.00,3,0,0,1,2,0,0,0,0,4.65,0.00,0.00,0.00,0.00,57.70,0.00,0.00,0.00,0.00,0,0,0,1,0,0,0,0,1,1,0
1,25,39,1,1,26.00,4,0,0,0,4,0,1,1,1,14.45,0.00,35.95,23.00,24.75,349.90,0.00,895.05,515.00,640.80,1,1,1,1,0,0,0,0,1,2,1
3,63,28,1,9,34.00,2,10,0,1,6,1,0,1,1,15.00,40.00,0.00,17.50,45.10,934.05,"2,465.40",0.00,"1,120.00","2,770.35",1,1,0,0,1,1,1,1,0,3,0
1,33,54,1,18,57.00,4,4,0,1,3,1,1,0,0,7.50,30.25,33.90,0.00,0.00,226.25,"1,105.75","1,108.50",0.00,0.00,1,0,0,1,1,1,1,0,0,3,1
2,57,54,1,20,21.00,2,0,0,1,3,0,0,1,0,10.60,0.00,0.00,17.00,0.00,565.55,0.00,0.00,930.00,0.00,0,0,0,0,0,0,0,0,0,1,0
3,13,33,0,7,38.00,3,10,0,1,1,1,1,1,1,5.05,18.50,40.80,12.50,28.85,48.60,199.50,480.85,155.00,318.90,0,1,1,1,0,1,1,1,1,4,0
1,13,21,0,2,19.00,3,0,0,1,1,0,1,1,0,7.90,0.00,25.20,5.00,0.00,98.35,0.00,311.65,40.00,0.00,1,0,0,1,0,0,0,0,0,2,1
1,71,39,0,2,40.00,3,17,0,0,1,1,0,1,0,36.25,27.75,0.00,38.50,0.00,"2,553.70","1,916.25",0.00,"2,620.00",0.00,1,1,0,0,0,1,0,1,0,3,0
3,18,69,1,11,58.00,3,8,0,0,2,1,1,1,1,6.35,27.25,53.95,11.75,63.00,118.05,454.05,896.80,175.00,"1,049.95",1,1,1,1,1,1,1,1,1,4,0
1,17,51,1,10,95.00,2,15,0,1,2,0,0,0,0,7.45,0.00,0.00,0.00,0.00,132.90,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,1
2,22,43,0,4,114.00,2,19,0,0,1,0,1,0,0,9.25,0.00,22.70,0.00,0.00,202.80,0.00,428.70,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
2,65,65,1,27,128.00,3,24,0,0,2,1,0,1,0,21.20,24.00,0.00,14.50,0.00,"1,325.05","1,483.55",0.00,940.00,0.00,1,0,0,0,1,1,1,1,0,3,0
3,7,40,0,9,33.00,4,2,0,1,1,0,0,0,0,2.80,0.00,0.00,0.00,0.00,16.85,0.00,0.00,0.00,0.00,0,0,0,1,0,0,0,0,1,1,0
3,72,66,0,30,460.00,4,41,0,1,1,0,1,1,0,89.40,0.00,46.55,18.75,0.00,"6,353.90",0.00,"3,411.20","1,245.00",0.00,1,1,1,1,0,0,1,1,0,4,0
1,35,43,0,12,224.00,3,17,0,0,1,0,0,1,0,7.70,0.00,0.00,9.50,0.00,271.55,0.00,0.00,330.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,24,39,0,2,122.00,4,12,0,0,3,1,0,1,1,4.45,26.25,0.00,9.75,35.90,98.35,625.95,0.00,210.00,844.95,0,0,1,1,1,1,1,1,0,4,0
1,64,24,1,0,23.00,3,1,0,1,5,0,1,0,0,7.00,0.00,35.55,0.00,0.00,394.60,0.00,"2,182.40",0.00,0.00,1,0,0,1,0,1,0,1,0,2,0
2,63,63,1,19,191.00,3,27,0,0,2,0,0,1,0,12.70,0.00,0.00,7.00,0.00,782.45,0.00,0.00,435.00,0.00,1,0,0,0,0,0,0,0,0,2,0
1,38,31,1,7,187.00,4,6,0,0,3,1,0,1,1,12.65,21.25,0.00,34.00,47.85,448.75,834.00,0.00,"1,165.00","1,801.75",0,1,1,0,1,1,1,1,0,4,1
2,29,37,1,9,119.00,3,12,0,0,3,0,0,0,0,4.60,0.00,0.00,0.00,0.00,138.70,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,72,69,1,49,44.00,2,44,1,1,2,0,0,1,0,99.95,0.00,0.00,12.50,0.00,"7,257.60",0.00,0.00,875.00,0.00,1,0,0,0,0,1,0,1,0,3,0
1,10,27,1,2,15.00,3,2,0,1,2,1,1,1,1,7.50,12.75,48.65,7.50,39.50,66.45,154.90,442.15,60.00,377.35,1,1,1,1,1,1,1,1,1,4,1
3,72,64,0,41,674.00,4,37,0,1,1,1,0,1,1,49.60,32.75,0.00,48.75,60.15,"3,535.80","2,378.15",0.00,"3,465.00","4,366.20",1,1,0,0,1,1,1,1,0,3,0
3,52,23,1,4,33.00,4,0,0,1,2,1,0,1,0,13.10,18.25,0.00,18.75,0.00,757.80,945.15,0.00,920.00,0.00,1,0,0,0,1,1,1,1,0,3,0
3,13,55,0,3,250.00,2,35,0,1,2,0,0,0,0,4.10,0.00,0.00,0.00,0.00,50.10,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
1,3,33,0,6,64.00,4,0,0,0,2,0,1,0,0,2.15,0.00,20.75,0.00,0.00,6.00,0.00,53.10,0.00,0.00,0,0,0,0,0,0,0,0,1,1,1
3,39,24,1,2,26.00,2,4,0,0,4,0,0,1,0,10.40,0.00,0.00,12.50,0.00,403.50,0.00,0.00,480.00,0.00,0,0,0,0,0,0,0,0,1,1,1
2,28,29,0,4,23.00,3,5,0,0,2,0,0,0,0,3.70,0.00,0.00,0.00,0.00,91.95,0.00,0.00,0.00,0.00,1,0,0,1,0,0,1,1,1,2,0
2,46,42,0,9,52.00,4,7,0,0,3,0,0,1,0,14.25,0.00,0.00,21.00,0.00,611.65,0.00,0.00,985.00,0.00,1,0,0,0,0,0,0,0,0,2,0
2,62,46,0,27,200.00,3,9,0,1,1,0,0,1,0,26.25,0.00,0.00,74.00,0.00,"1,625.35",0.00,0.00,"4,590.00",0.00,0,0,0,0,0,0,0,0,0,1,0
2,23,33,1,7,28.00,1,4,0,0,2,0,0,1,0,6.90,0.00,0.00,14.00,0.00,177.40,0.00,0.00,340.00,0.00,0,0,0,0,1,1,1,0,0,3,0
3,23,25,1,5,19.00,5,0,0,0,3,1,1,0,0,6.95,25.00,36.70,0.00,0.00,157.10,562.20,829.10,0.00,0.00,1,1,0,1,0,1,1,0,1,4,1
2,72,61,1,39,76.00,3,21,0,0,2,1,1,1,1,54.80,67.25,51.35,69.50,55.50,"3,983.60","4,905.85","3,761.80","4,975.00","4,097.70",1,1,1,1,1,1,1,1,0,4,0
3,56,60,0,26,70.00,2,20,0,0,1,0,1,0,1,7.75,0.00,29.30,0.00,26.15,397.15,0.00,"1,638.20",0.00,"1,340.75",0,0,0,0,0,0,0,0,1,1,0
1,8,30,0,1,34.00,2,9,0,1,1,0,0,1,0,4.25,0.00,0.00,13.25,0.00,28.65,0.00,0.00,75.00,0.00,0,0,0,0,1,0,1,1,0,3,0
3,3,36,0,7,34.00,5,3,0,1,3,1,1,0,0,2.70,13.00,24.00,0.00,0.00,7.00,35.65,55.90,0.00,0.00,1,1,1,0,0,0,1,0,1,4,0
3,37,37,0,7,172.00,3,13,0,0,1,0,0,0,0,6.85,0.00,0.00,0.00,0.00,258.50,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,1,1,0
3,37,53,1,13,48.00,1,10,0,0,3,1,0,1,0,12.55,23.50,0.00,10.25,0.00,439.55,876.05,0.00,350.00,0.00,0,0,0,0,1,1,1,1,0,3,0
2,6,30,0,9,45.00,2,2,0,1,1,0,0,0,0,1.35,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,1
1,48,47,0,9,72.00,3,13,0,0,5,1,0,1,1,15.30,28.50,0.00,16.00,32.55,732.35,"1,352.10",0.00,790.00,"1,559.10",1,1,1,0,1,1,1,1,0,4,1
2,43,43,1,3,55.00,4,18,0,1,4,1,1,1,1,9.10,40.75,48.40,16.00,50.60,422.70,"1,802.50","1,976.65",675.00,"2,244.80",0,1,1,1,1,1,1,1,0,4,0
2,21,29,0,7,40.00,4,2,0,1,4,1,1,1,1,4.50,17.00,36.20,19.25,33.40,89.10,386.80,772.30,395.00,653.90,0,0,0,1,0,1,1,0,0,1,0
3,6,33,0,12,26.00,3,0,0,0,1,1,0,1,1,6.10,18.75,0.00,24.25,22.80,35.10,131.10,0.00,125.00,121.75,0,1,0,1,1,1,1,1,0,3,1
2,69,51,0,18,96.00,1,33,0,0,4,1,0,1,0,33.95,87.00,0.00,33.50,0.00,"2,338.80","5,916.00",0.00,"2,180.00",0.00,1,0,0,0,1,1,1,1,0,3,0
1,22,33,0,9,54.00,1,10,0,0,1,1,0,1,0,11.05,22.25,0.00,18.75,0.00,246.70,504.40,0.00,370.00,0.00,0,0,0,0,1,1,1,1,0,3,0
1,28,40,1,1,47.00,2,9,0,1,3,1,0,1,0,8.10,29.50,0.00,28.50,0.00,224.25,774.75,0.00,730.00,0.00,0,0,0,0,1,1,1,1,0,3,0
1,71,47,1,23,142.00,1,30,0,0,2,0,0,1,0,32.20,0.00,0.00,82.25,0.00,"2,237.35",0.00,0.00,"5,520.00",0.00,1,0,0,0,0,0,0,0,0,2,0
2,7,37,0,5,57.00,4,1,0,0,1,0,0,0,0,3.80,0.00,0.00,0.00,0.00,23.90,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,1,0,1,0
1,63,29,0,10,20.00,3,7,0,0,2,1,1,1,1,13.30,31.00,62.35,10.00,96.25,867.90,"1,944.45","3,778.75",640.00,"6,132.20",1,1,1,1,1,1,1,1,1,4,0
2,53,57,0,25,37.00,1,7,0,0,1,0,0,1,0,7.70,0.00,0.00,9.25,0.00,363.95,0.00,0.00,465.00,0.00,1,0,0,0,0,0,1,0,0,2,0
2,50,52,1,17,36.00,4,16,0,0,4,1,0,1,1,11.95,55.00,0.00,48.00,85.85,616.25,"2,662.10",0.00,"2,330.00","4,118.60",1,1,1,0,1,1,1,1,1,4,0
2,39,31,1,6,24.00,4,2,0,0,2,0,1,1,0,13.90,0.00,33.30,16.50,0.00,505.55,0.00,"1,213.50",600.00,0.00,0,0,1,0,1,1,1,1,1,4,0
3,16,19,0,0,21.00,2,0,0,1,1,0,0,0,0,5.25,0.00,0.00,0.00,0.00,70.25,0.00,0.00,0.00,0.00,0,0,0,0,0,1,0,0,0,1,0
3,43,51,1,15,186.00,3,25,0,0,2,1,0,1,1,18.90,59.75,0.00,20.25,59.15,856.30,"2,522.95",0.00,885.00,"2,525.10",1,1,1,0,1,1,1,1,0,4,0
3,44,31,0,12,30.00,1,7,0,1,3,0,0,1,0,8.00,0.00,0.00,13.00,0.00,317.90,0.00,0.00,530.00,0.00,0,0,0,0,0,0,0,0,0,1,0
2,72,66,1,43,96.00,2,16,0,1,2,1,0,1,1,35.15,34.75,0.00,21.50,50.70,"2,537.65","2,557.75",0.00,"1,440.00","3,571.45",1,1,0,0,1,1,1,1,1,4,0
3,61,76,0,39,15.00,1,29,1,0,1,1,0,1,0,18.60,52.75,0.00,24.00,0.00,"1,168.45","3,257.70",0.00,"1,415.00",0.00,1,0,1,0,1,1,1,1,0,3,0
3,43,21,1,1,25.00,1,4,0,0,4,0,0,0,0,7.60,0.00,0.00,0.00,0.00,334.45,0.00,0.00,0.00,0.00,1,0,0,1,0,0,1,1,0,2,1
3,24,39,0,11,49.00,3,7,0,1,1,0,1,0,0,7.45,0.00,30.90,0.00,0.00,177.20,0.00,657.25,0.00,0.00,0,0,0,1,0,0,0,0,0,1,0
3,64,45,0,4,38.00,2,7,0,1,1,1,0,1,0,13.75,22.75,0.00,10.25,0.00,918.00,"1,447.40",0.00,610.00,0.00,1,1,0,0,1,0,1,1,0,3,1
2,64,38,0,0,29.00,2,2,0,0,2,1,0,1,0,17.50,15.50,0.00,16.75,0.00,"1,114.45","1,141.55",0.00,"1,010.00",0.00,1,0,0,0,0,0,0,0,0,2,0
1,24,26,0,7,55.00,2,7,0,1,1,0,0,0,0,7.60,0.00,0.00,0.00,0.00,175.80,0.00,0.00,0.00,0.00,0,0,0,0,0,1,0,0,0,1,0
3,33,55,1,21,64.00,3,10,0,1,3,1,0,1,0,5.15,14.50,0.00,24.75,0.00,163.05,494.55,0.00,775.00,0.00,0,0,0,0,0,0,1,1,0,1,0
2,33,33,1,12,42.00,4,7,0,1,5,0,1,1,1,8.80,0.00,30.95,23.00,23.35,305.75,0.00,"1,019.15",730.00,665.35,1,1,0,0,0,0,0,0,0,2,0
1,2,40,0,9,134.00,4,2,0,0,1,0,1,0,0,3.90,0.00,23.80,0.00,0.00,4.60,0.00,26.45,0.00,0.00,0,0,0,1,0,0,0,0,1,1,0
2,42,48,1,22,82.00,1,21,0,1,5,1,0,1,0,9.30,25.00,0.00,17.00,0.00,459.00,"1,006.90",0.00,750.00,0.00,1,0,0,1,1,1,1,0,1,4,0
1,52,54,1,5,153.00,5,10,0,0,2,0,1,0,1,11.05,0.00,36.30,0.00,30.15,555.85,0.00,"1,816.65",0.00,"1,525.15",1,1,0,1,1,0,0,0,1,2,1
1,45,66,0,43,144.00,2,13,0,1,1,0,0,1,0,7.75,0.00,0.00,13.00,0.00,338.80,0.00,0.00,565.00,0.00,1,0,0,1,0,0,0,0,0,2,0
3,3,25,0,4,22.00,4,0,0,0,2,0,1,1,0,2.85,0.00,28.25,19.50,0.00,7.50,0.00,48.00,30.00,0.00,0,1,0,1,0,1,1,1,1,4,1
2,37,53,1,16,35.00,1,16,0,1,4,0,0,0,0,21.30,0.00,0.00,0.00,0.00,788.25,0.00,0.00,0.00,0.00,0,0,0,0,0,1,1,0,0,3,0
2,28,57,0,33,82.00,4,22,0,1,1,0,1,0,0,4.05,0.00,31.45,0.00,0.00,71.50,0.00,858.15,0.00,0.00,1,1,0,1,0,0,1,0,1,2,1
3,40,63,1,9,61.00,1,22,0,0,2,0,0,1,0,10.90,0.00,0.00,41.00,0.00,470.90,0.00,0.00,"1,635.00",0.00,0,0,0,0,0,0,0,0,0,1,0
2,37,33,0,1,102.00,2,12,0,0,1,0,1,1,1,16.30,0.00,33.35,10.25,37.90,646.70,0.00,"1,108.05",360.00,"1,330.60",1,0,1,1,1,1,0,0,1,4,0
3,7,27,0,5,31.00,3,4,0,0,5,1,1,0,1,4.15,15.00,46.05,0.00,41.85,30.80,96.60,271.75,0.00,235.55,1,1,1,1,1,1,1,0,1,4,1
1,71,56,0,23,170.00,1,30,0,1,1,1,0,1,0,14.20,27.00,0.00,30.00,0.00,"1,001.20","1,840.65",0.00,"2,140.00",0.00,1,1,1,0,0,1,1,1,0,4,0
2,19,46,0,11,26.00,2,0,0,1,1,0,0,1,0,6.05,0.00,0.00,5.00,0.00,121.70,0.00,0.00,90.00,0.00,0,0,0,1,0,1,0,1,1,1,0
2,61,40,0,15,85.00,3,15,0,1,1,1,0,1,0,13.65,29.25,0.00,22.75,0.00,831.15,"1,823.60",0.00,"1,310.00",0.00,1,0,0,0,1,1,1,1,1,3,0
3,70,53,1,16,183.00,2,35,0,1,2,0,0,1,0,32.90,0.00,0.00,15.00,0.00,"2,234.90",0.00,0.00,"1,085.00",0.00,1,0,0,0,0,0,0,0,0,2,0
2,60,55,1,13,67.00,1,18,0,1,2,0,0,1,0,10.75,0.00,0.00,14.75,0.00,697.70,0.00,0.00,925.00,0.00,0,0,0,0,0,0,0,0,0,1,0
3,48,45,1,5,42.00,1,11,0,1,2,0,0,0,0,9.25,0.00,0.00,0.00,0.00,435.60,0.00,0.00,0.00,0.00,0,0,0,0,0,1,0,0,0,1,0
1,8,63,1,1,31.00,1,9,0,0,2,1,0,1,0,2.25,13.75,0.00,11.25,0.00,16.80,102.55,0.00,80.00,0.00,0,0,0,0,1,0,1,1,0,3,0
2,58,58,1,10,96.00,2,17,0,0,4,1,0,0,0,12.50,23.00,0.00,0.00,0.00,710.80,"1,345.95",0.00,0.00,0.00,1,0,0,0,1,1,0,1,0,3,0
1,16,24,1,5,24.00,3,2,0,0,5,0,0,1,0,9.40,0.00,0.00,14.75,0.00,124.20,0.00,0.00,215.00,0.00,0,0,0,0,1,1,1,0,0,3,0
2,33,33,0,4,53.00,2,14,0,1,1,0,0,0,0,5.05,0.00,0.00,0.00,0.00,145.85,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,0,0,1,0
2,39,25,0,4,18.00,1,0,0,1,1,0,0,0,0,6.75,0.00,0.00,0.00,0.00,242.70,0.00,0.00,0.00,0.00,1,0,0,0,1,1,0,1,0,3,0
1,62,51,0,10,43.00,4,19,0,0,2,0,1,1,1,27.15,0.00,42.70,17.00,41.15,"1,632.40",0.00,"2,583.85","1,015.00","2,521.05",1,0,1,1,1,0,0,0,1,2,0
1,50,34,0,10,104.00,3,9,0,0,1,1,1,1,1,27.50,21.75,52.10,20.25,47.90,"1,444.45","1,219.55","2,568.40",960.00,"2,368.40",1,1,1,1,1,1,1,1,1,4,0
2,48,55,0,31,26.00,1,1,0,0,1,0,0,0,0,12.15,0.00,0.00,0.00,0.00,606.10,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0
3,31,62,0,5,56.00,2,26,0,1,1,1,0,1,0,4.30,22.25,0.00,13.75,0.00,123.50,744.45,0.00,435.00,0.00,0,1,0,0,1,1,1,1,0,3,0
2,65,33,1,9,49.00,2,6,0,0,5,1,0,1,0,42.90,17.25,0.00,17.50,0.00,"2,706.80","1,094.10",0.00,"1,190.00",0.00,1,0,0,0,0,0,1,0,0,2,0
1,36,58,0,34,80.00,1,21,0,1,1,0,0,1,0,8.50,0.00,0.00,8.50,0.00,298.25,0.00,0.00,260.00,0.00,1,0,0,0,0,1,0,0,0,2,0
1,61,46,0,5,318.00,3,18,0,1,1,1,0,1,0,28.90,39.25,0.00,84.75,0.00,"1,796.70","2,442.75",0.00,"5,115.00",0.00,1,1,0,0,1,1,1,1,0,3,0
2,48,42,0,21,35.00,4,5,0,0,1,0,0,0,0,12.90,0.00,0.00,0.00,0.00,589.35,0.00,0.00,0.00,0.00,1,0,0,0,0,1,1,0,0,3,0
3,35,45,0,17,29.00,1,6,0,0,1,0,0,0,0,8.40,0.00,0.00,0.00,0.00,300.35,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,1,0
1,51,28,0,8,43.00,5,1,0,0,5,1,1,1,1,11.15,35.00,77.70,20.00,80.35,623.00,"1,920.50","3,925.50",955.00,"4,059.90",1,1,1,1,1,1,1,1,1,4,0
2,49,51,1,5,80.00,5,3,0,0,2,0,1,1,1,5.75,0.00,51.75,36.00,36.70,285.40,0.00,"2,435.35","1,810.00","1,679.45",1,1,1,1,1,1,1,1,1,4,1
1,35,39,1,11,30.00,3,2,0,1,3,1,0,0,0,6.85,27.75,0.00,0.00,0.00,224.85,929.95,0.00,0.00,0.00,0,0,1,0,0,0,1,1,0,3,1
1,58,70,0,2,9.00,3,24,1,1,1,0,1,1,1,23.30,0.00,48.35,29.75,35.15,"1,384.45",0.00,"2,632.40","1,730.00","1,975.70",1,0,0,1,0,0,0,1,0,2,0
1,23,35,1,0,23.00,2,1,0,0,5,0,0,0,0,6.70,0.00,0.00,0.00,0.00,153.90,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,1,0,3,0
